"Student_ID","School_ID","Sex","Race","English","DOB","Num_Siblings","Parent_Highest_ED","Fam_Income","Stan_Comp_Test_Q_B","Math_Q_B","Reading_Q_B","Class_Prep_B","Writing_Ability_B","Hours_HW_B","Hours_TV_B","Student_Job_B","Varsity_Baseball_B","JV_Baseball_B","JV_Softball_B","Varsity_Softball_B","JV_Basketball_B","Varsity_Basketball_B","JV_Football_B","Varsity_Football_B","JV_Soccer_B","Varsity_Soccer_B","JV_Other_B","Varsity_Other_B","JV_Individual_B","Varsity_Individual_B","Band_Chorus_B","Play_Musical_B","Student_Gov_B","Honor_Society_B","Yearbook_Newspaper_B","Service_Clubs_B","Hours_Spent_ExtraCiriculars_B","Num_Sports_B","Highest_Level_Sport_B","Future_Edu_Plans_B","Standardized_Test_F1","Int_Mural_F1","Int_Schol_F1","Grade_Level_F1","Math_Q_F1","Total_AP_F1","Total_GPA_F1","Senior_GPA_F1","Sophomore_GPA_F1","Band_Chorus_F1","Post_Secondary_College_F2","Highest_Ed_F2","Applied_College_F2","College_Type_F2","Highest_Ed_Expected_F2","Int_Mur_JV_F2","Int_Col_Varsity_F2","Post_Secondary_Adult_F3","High_School_F3","GED_F3","Credential_F3","Four_Year_F3"
169107,-5,2,7,1,198605,4,2,7,2,2,2,0.264,-1.55,25,1,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,2,3,2,-5,-5,-5,-5,1,1,6,1,1,7,1,1,1,-9,0,1,0
169108,-5,1,7,1,198606,0,5,10,1,1,1,0.575,-1.282,8,5,0,0,1,0,0,0,0,1,0,-9,-9,1,0,0,0,0,0,0,0,0,0,2,3,1,5,3,1,-9,3,1,-5,-5,-5,-5,-9,-4,-4,-4,-4,-4,-4,-4,-4,0,0,-4,-4
169109,-5,1,7,1,198605,1,4,10,2,3,2,0.284,-4,32,5,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6,2,1,5,3,3,2,3,3,-5,-5,-5,-5,1,1,6,1,4,8,3,3,1,1,0,0,1
169110,-5,1,7,1,198502,-4,5,7,1,1,1,-9,-0.709,-9,-9,-9,-9,-9,0,0,-9,-9,0,0,-9,-9,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,0,2,4,1,1,3,1,-5,-5,-5,-5,1,1,5,0,4,1,2,1,1,-9,0,0,0
169111,-5,2,7,1,198606,2,6,12,4,4,4,0.076,0.812,4,0,1,-9,-9,-9,-9,-9,-9,-9,-9,0,1,-9,-9,-9,-9,0,0,0,0,0,0,12,1,2,7,3,1,2,3,3,-5,-5,-5,-5,1,1,6,1,2,8,1,3,1,1,0,1,1
169112,-5,2,7,1,198606,1,7,13,4,4,3,0.743,1.27,15,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,7,2,2,6,3,1,2,3,4,-5,-5,-5,-5,2,1,6,1,2,7,3,3,1,0,0,0,1
169113,-5,1,7,1,198603,1,2,11,2,2,2,-0.383,-0.332,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,2,1,1,3,2,-5,-5,-5,-5,1,1,5,1,4,4,1,1,1,0,0,1,0
169114,-5,1,7,1,198606,0,2,10,3,4,3,-0.175,-0.405,5,8,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,1,4,3,3,2,3,3,-5,-5,-5,-5,1,1,5,0,4,4,2,1,1,1,0,0,0
169116,-5,1,7,1,198508,-9,6,12,4,4,4,1.034,1.27,24,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,2,3,3,4,-5,-5,-5,-5,1,1,6,0,2,8,1,1,1,0,0,0,1
169201,-5,2,7,1,198509,1,6,9,2,2,2,-9,0.052,12,-9,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-1,3,1,1,3,2,-5,-5,-5,-5,1,1,5,1,4,4,1,1,1,1,0,0,0
169202,-5,2,7,1,198511,-4,4,9,3,4,2,1.034,0.515,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,5,3,1,1,3,3,-5,-5,-5,-5,1,1,5,1,4,6,1,1,1,1,0,1,0
169203,-5,1,7,1,198605,0,2,7,3,2,3,-0.296,-1.469,24,99,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,9,2,3,5,1,1,2,3,2,-5,-5,-5,-5,3,1,6,1,3,6,1,1,1,1,0,0,0
169204,-5,2,7,1,198509,2,2,8,3,3,2,0.284,-0.898,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,3,3,1,1,3,3,-5,-5,-5,-5,2,0,3,0,-3,9,-3,-3,-4,1,0,-4,-4
169205,-5,1,7,1,198602,-4,4,10,1,1,1,-0.195,-1.847,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,2,2,2,1,3,1,-5,-5,-5,-5,1,0,3,0,-3,3,-3,-3,1,1,0,1,-9
169206,-5,1,7,1,198502,0,2,9,1,1,1,1.034,-1.658,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,1,1,3,1,-5,-5,-5,-5,1,0,3,0,-3,3,-3,-3,-4,1,0,-4,-4
169207,-5,2,7,1,198605,2,7,9,4,4,4,0.264,1.951,-9,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,10,0,0,6,3,1,1,3,4,-5,-5,-5,-5,2,1,6,1,2,7,1,1,1,0,0,0,0
169208,-5,2,7,1,198507,2,2,9,4,3,4,-0.485,-0.898,12,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,-8,-8,-8,-8,-8,-5,-5,-5,-5,-8,-3,1,-3,-3,7,-3,-3,1,1,0,0,0
169209,-5,1,7,1,198606,0,2,9,2,2,2,0.743,-0.703,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,3,1,-5,-5,-5,-5,1,0,3,0,-3,3,-3,-3,0,1,0,-3,-3
169210,-5,1,5,0,198512,4,3,2,1,1,1,1.034,-1.652,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,-9,99,99,3,4,1,1,3,1,-5,-5,-5,-5,1,1,4,1,7,6,2,1,1,0,0,-9,0
169211,-5,2,7,1,198606,1,2,8,2,2,1,0.264,0.052,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5,3,1,1,3,3,-5,-5,-5,-5,3,1,5,1,4,6,1,1,1,1,0,1,0
169212,-5,1,7,1,198407,-9,2,6,1,2,1,-0.195,-1.463,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,3,2,-5,-5,-5,-5,1,-4,-4,-4,-4,-4,-4,-4,-4,1,0,-4,-4
169213,-5,1,7,1,198601,-9,2,9,3,4,2,-2.361,1.191,5,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,1,3,4,-5,-5,-5,-5,1,1,5,1,6,4,1,1,1,1,0,1,0
169214,-5,2,6,1,198512,-4,2,4,2,1,2,-0.195,-1.39,99,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-8,-8,-8,-8,-8,-5,-5,-5,-5,-8,0,1,0,-3,9,-3,-3,0,0,0,-3,-3
169215,-5,2,7,1,198508,1,2,8,3,3,3,1.034,1.951,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5,3,1,1,3,3,-5,-5,-5,-5,2,1,5,1,4,6,1,1,1,0,0,1,0
169216,-5,2,7,1,198511,2,2,5,3,3,3,0.284,0.052,30,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,0,5,-8,-3,-3,-8,-8,-5,-5,-5,-5,-3,1,4,1,7,6,1,1,1,1,0,0,0
169217,-5,1,7,1,198511,2,2,9,3,3,2,-0.195,-0.52,98,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,5,4,2,1,3,3,-5,-5,-5,-5,1,1,5,1,6,9,1,1,1,1,0,1,0
169218,-5,2,7,1,198507,2,5,11,2,2,3,-0.195,0.052,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,2,6,3,1,2,3,2,-5,-5,-5,-5,1,1,6,1,1,7,1,1,1,1,0,0,0
169219,-5,2,7,1,198508,2,3,8,4,4,3,0.743,1.951,10,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,3,1,1,3,4,-5,-5,-5,-5,1,1,6,1,1,8,1,1,1,1,0,1,0
169221,-5,1,7,1,198511,2,6,9,4,4,4,-0.006,0.052,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,1,3,4,-5,-5,-5,-5,1,1,6,1,1,4,1,1,-4,0,0,-4,-4
169222,-5,1,7,1,198501,1,3,7,1,1,1,0.264,-1.847,3,99,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,2,2,2,3,1,-5,-5,-5,-5,1,0,3,0,-3,3,-3,-3,0,1,0,-3,-3
169223,-5,2,7,1,198512,-4,1,9,1,1,1,1.034,-1.847,25,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,-8,1,1,-8,-8,-5,-5,-5,-5,2,0,3,0,-3,3,-3,-3,0,1,0,-3,-3
169224,-5,2,7,1,198608,0,2,10,3,3,2,1.034,1.951,17,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,1,1,6,3,1,3,3,2,-5,-5,-5,-5,2,1,6,1,4,7,1,1,1,0,0,1,0
169225,-5,2,7,1,198606,1,6,9,3,4,3,0.743,1.001,20,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,2,1,3,3,-5,-5,-5,-5,1,1,6,1,2,8,1,1,1,1,0,1,0
169226,-5,1,-8,-8,-8,1,6,12,-8,-8,-8,-8,-1.847,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,3,2,-5,-5,-5,-5,1,-4,-4,-4,-4,-4,-4,-4,-4,-8,0,-4,-4
169227,-5,2,6,1,198506,1,2,8,1,1,1,0.743,-1.458,7,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,2,-8,-8,-8,-8,-8,-5,-5,-5,-5,-8,0,1,0,-3,9,-3,-3,1,1,1,1,0
169228,-5,1,7,1,198603,3,6,8,2,3,1,-0.195,-0.703,8,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,2,3,1,3,3,4,-5,-5,-5,-5,1,1,6,1,1,6,3,1,1,1,0,1,1
169229,-5,2,7,1,198507,2,2,9,2,2,2,0.743,0.515,7,3,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,10,2,3,6,3,1,2,3,2,-5,-5,-5,-5,2,1,5,1,4,4,1,1,1,1,0,1,0
169230,-5,1,1,1,198602,1,4,10,2,2,1,0.284,-1.847,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,5,3,2,2,3,2,-5,-5,-5,-5,2,0,3,1,-3,4,-3,-3,1,0,0,0,0
170101,-5,2,7,1,198511,2,5,7,2,3,2,1.034,0.618,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,8,1,1,5,3,1,2,3,3,-5,-5,-5,-5,3,1,5,1,4,7,1,1,1,0,0,1,0
170102,-5,2,7,1,198605,2,6,9,1,1,1,0.743,0.349,23,3,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,3,1,-5,-5,-5,-5,1,0,3,0,-3,3,-3,-3,-4,-9,0,-4,-4
170103,-5,2,7,1,198509,3,3,11,3,3,3,0.743,0.052,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5,3,1,1,3,4,-5,-5,-5,-5,2,1,6,1,1,7,3,1,-4,0,0,-4,-4
170104,-5,2,7,1,198510,1,3,7,2,2,2,0.264,0.539,98,4,0,0,0,0,0,0,0,0,0,-9,-9,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2,1,1,3,3,-5,-5,-5,-5,1,1,5,1,4,4,1,1,1,0,0,0,1
170105,-5,1,7,1,198511,1,3,10,3,3,3,-0.006,-1.195,14,-9,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,5,2,1,1,3,2,-5,-5,-5,-5,1,1,5,1,4,4,1,1,1,-9,0,0,0
170106,-5,1,7,1,198605,-4,6,12,1,1,1,-1.423,-1.847,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,2,-4,-4,-4,-4,-8,-5,-5,-5,-5,-4,0,1,0,-3,2,-3,-3,-4,0,0,-4,-4
170108,-5,2,7,1,198604,1,8,9,3,3,3,1.034,1.762,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,6,3,1,1,3,3,-5,-5,-5,-5,2,1,6,1,2,6,1,1,1,1,0,1,0
170109,-5,2,5,1,198511,1,3,9,2,1,3,0.264,0.052,7,99,1,0,0,0,0,0,0,0,0,0,0,-9,-9,1,0,0,0,0,0,0,0,5,1,1,-1,4,1,1,3,1,-5,-5,-5,-5,1,1,5,1,4,9,1,1,1,1,0,0,0
170110,-5,2,7,1,198609,0,3,10,1,1,2,0.264,-0.411,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,1,3,1,-5,-5,-5,-5,1,1,5,1,4,8,1,1,1,0,0,1,0
170112,-5,2,7,1,198511,2,4,6,3,3,3,0.264,0.807,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,2,1,1,3,3,-5,-5,-5,-5,1,0,3,0,-3,3,-3,-3,0,0,0,-3,-3
170113,-5,2,7,1,198509,-4,7,10,3,3,3,0.264,-0.898,3,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7,0,0,6,3,1,1,3,3,-5,-5,-5,-5,2,1,5,1,4,7,1,1,1,0,0,0,0
170114,-5,2,7,1,198509,-9,3,9,2,1,3,0.743,0.807,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,5,3,1,1,3,2,-5,-5,-5,-5,2,1,5,1,4,6,1,1,1,0,0,0,0
170115,-5,-4,-4,-4,-4,-4,-4,12,3,2,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,1,1,3,3,-5,-5,-5,-5,1,0,3,0,-3,3,-3,-3,1,-4,0,0,0
170117,-5,1,6,1,198603,2,3,5,1,1,1,0.743,-1.847,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,0,-1,-8,-8,-8,-8,-8,-5,-5,-5,-5,-8,0,1,0,-3,2,-3,-3,0,0,0,-3,-3
170118,-5,2,7,1,198601,3,3,11,2,3,2,0.743,0.728,5,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,1,6,3,3,3,3,3,-5,-5,-5,-5,1,0,3,1,-3,6,-3,-3,1,0,0,0,0
170119,-5,1,7,1,198606,0,3,9,3,3,3,0.555,0.052,8,6,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,15,2,3,6,3,2,2,3,3,-5,-5,-5,-5,2,1,6,1,2,6,1,3,1,1,0,1,0
170120,-5,1,7,1,198602,1,2,6,3,4,3,1.034,1.951,34,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,1,2,5,3,1,3,3,3,-5,-5,-5,-5,1,0,3,0,-3,6,-3,-3,-4,1,0,-4,-4
170121,-5,2,7,1,198510,-4,2,9,1,2,1,-0.026,0.349,2,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,7,-4,-4,-4,-4,-8,-5,-5,-5,-5,-4,0,1,0,-3,4,-3,-3,0,0,0,-3,-3
170122,-5,2,7,1,198511,3,2,9,2,3,2,0.555,0.344,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,-8,-8,-8,-8,-8,-5,-5,-5,-5,-8,0,2,0,-3,4,-3,-3,1,0,1,0,-9
170123,-5,1,7,1,198512,1,5,10,2,2,2,0.284,-0.435,1,99,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,2,2,5,4,2,3,3,2,-5,-5,-5,-5,2,1,5,1,4,4,1,1,1,1,0,1,0
170124,-5,1,7,1,198602,1,5,10,3,3,2,1.034,0.807,98,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,15,1,1,6,3,2,1,3,3,-5,-5,-5,-5,1,1,6,1,4,4,1,1,1,1,0,1,-9
170125,-5,2,7,1,198509,1,4,11,3,3,3,1.034,0.241,98,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10,1,3,5,3,1,2,3,2,-5,-5,-5,-5,1,1,5,1,4,9,1,1,1,1,0,0,0
170126,-5,2,7,1,198706,0,2,7,3,4,2,-2.651,-0.435,98,2,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,3,1,1,3,3,-5,-5,-5,-5,2,1,5,0,4,6,1,1,1,-9,0,0,0
170201,-5,1,7,1,198507,0,6,11,4,4,4,0.743,1.001,21,2,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,10,2,2,6,3,1,3,3,4,-5,-5,-5,-5,1,1,6,1,1,7,3,2,1,1,0,1,1
170202,-5,2,7,1,198605,1,5,10,2,2,2,1.034,1.001,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,5,3,1,1,3,2,-5,-5,-5,-5,3,1,5,1,4,7,1,1,1,0,0,1,0
170203,-5,1,7,1,198508,0,5,9,2,2,2,0.264,-0.514,6,99,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,10,2,2,5,3,3,3,3,3,-5,-5,-5,-5,2,-4,-4,-4,-4,-4,-4,-4,-4,1,0,-4,-4
170204,-5,2,7,1,198508,2,5,10,2,2,2,0.284,0.733,12,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,1,1,5,3,1,2,3,3,-5,-5,-5,-5,2,1,5,1,4,6,-9,1,1,1,0,0,0
170205,-5,2,7,1,198508,0,3,8,1,1,1,0.264,-0.325,4,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,4,2,2,1,3,1,-5,-5,-5,-5,2,1,6,1,3,6,1,1,1,1,0,1,0
170206,-5,2,7,1,198508,0,5,7,2,2,1,0.163,-1.847,19,4,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,3,2,1,5,3,2,2,3,1,-5,-5,-5,-5,2,1,5,1,4,7,1,1,1,1,0,1,0
170207,-5,2,7,1,198603,1,4,10,3,3,4,0.743,1.001,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,9,0,0,6,3,2,1,3,3,-5,-5,-5,-5,1,1,6,1,1,7,2,1,1,0,0,1,0
170208,-5,1,7,1,198510,0,2,8,2,2,2,-0.653,-1.847,17,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,1,1,3,2,-5,-5,-5,-5,1,0,3,1,-3,3,-3,-3,0,1,0,-3,-3
170210,-5,2,7,1,198603,1,2,8,2,3,1,0.264,-0.898,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7,3,-9,3,3,3,-5,-5,-5,-5,2,1,5,1,4,4,1,1,1,1,0,1,0
170211,-5,1,7,1,198609,1,4,11,3,3,2,-0.006,-0.898,23,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,3,1,3,3,2,-5,-5,-5,-5,2,0,3,0,-3,3,-3,-3,0,0,0,-3,-3
170212,-5,1,7,1,198507,1,8,12,3,4,3,0.453,0.241,8,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,12,4,2,5,3,2,2,3,4,-5,-5,-5,-5,3,1,6,1,1,8,3,3,1,0,0,1,1
170213,-5,1,7,1,198510,0,6,12,4,4,4,0.264,0.247,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,1,3,4,-5,-5,-5,-5,1,-4,-4,-4,-4,-4,-4,-4,-4,0,0,-4,-4
170214,-5,1,7,1,198605,2,3,9,2,3,2,0.264,-4,10,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,1,3,3,-5,-5,-5,-5,2,1,5,1,4,6,1,1,-8,1,1,-8,-8
170215,-5,2,7,1,198602,-4,6,12,1,1,1,0.264,0.052,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,5,-8,-3,-3,-8,-8,-5,-5,-5,-5,-3,1,5,1,4,6,1,1,-4,0,0,-4,-4
170216,-5,2,7,1,198511,1,2,10,4,4,3,0.743,1.196,20,99,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,15,2,2,5,3,2,2,3,4,-5,-5,-5,-5,1,1,5,1,4,9,1,1,1,1,0,1,0
170217,-5,2,7,1,198602,5,6,10,4,4,4,-0.026,1.494,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,0,0,6,-9,1,1,3,4,-5,-5,-5,-5,3,1,5,1,4,6,1,1,1,0,0,0,0
170218,-5,2,7,1,198507,1,6,9,3,4,3,0.743,0.247,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,3,1,1,3,3,-5,-5,-5,-5,1,1,5,1,4,7,1,1,1,1,0,1,-9
170220,-5,1,7,1,198603,0,2,10,3,3,2,-0.673,-0.709,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,2,2,-5,-5,-5,-5,1,0,2,1,-3,2,-3,-3,1,1,1,0,0
170221,-5,1,7,1,198509,3,3,11,1,2,1,0.264,-1.384,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,2,3,1,-5,-5,-5,-5,1,-4,-4,-4,-4,-4,-4,-4,1,0,0,0,0
170222,-5,1,7,1,198604,1,4,10,4,3,4,0.264,0.241,98,7,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,2,1,5,3,1,2,3,3,-5,-5,-5,-5,1,1,6,1,2,7,1,3,1,1,0,0,0
170223,-5,1,7,1,198603,1,6,12,4,3,4,0.264,0.052,8,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,3,2,6,3,1,1,3,4,-5,-5,-5,-5,2,1,6,1,4,6,1,1,-4,0,0,-4,-4
170224,-5,1,7,1,198510,2,4,9,1,1,1,-2.361,-1.355,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,3,1,-5,-5,-5,-5,2,0,3,0,-3,3,-3,-3,0,1,0,-3,-3
171102,-5,1,7,1,198608,1,7,12,4,4,3,0.743,1.951,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,7,3,1,3,3,4,-5,-5,-5,-5,1,1,6,1,4,8,1,1,1,0,0,1,1
171103,-5,2,7,1,198505,1,2,10,1,1,1,-0.195,-1.39,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,3,1,-5,-5,-5,-5,1,0,3,0,-3,3,-3,-3,0,0,0,-3,-3
171104,-5,2,7,1,198607,1,3,4,3,3,3,0.743,0.052,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,1,1,3,2,-5,-5,-5,-5,1,1,5,1,4,4,1,1,1,0,0,0,0
171105,-5,1,7,1,198602,-9,3,9,3,3,4,0.743,0.349,17,4,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,3,2,6,3,1,3,3,4,-5,-5,-5,-5,1,1,5,1,4,7,1,3,1,0,0,1,0
171106,-5,1,7,1,198508,1,4,10,4,4,3,0.743,0.052,98,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,16,6,2,5,3,1,2,3,4,-5,-5,-5,-5,2,1,5,0,4,7,2,3,1,0,0,1,0
171107,-5,1,7,1,198607,1,7,10,4,4,4,1.034,1.951,15,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,1,1,5,3,1,2,3,4,-5,-5,-5,-5,1,1,6,1,2,6,3,1,1,0,0,0,1
171108,-5,1,7,1,198512,0,8,12,4,3,4,1.034,1.561,5,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6,1,1,7,3,2,3,3,3,-5,-5,-5,-5,1,1,6,1,4,7,1,1,1,0,0,0,0
171109,-5,1,7,1,198510,2,2,9,3,3,2,-0.195,-1.847,9,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,2,2,3,2,-5,-5,-5,-5,1,0,3,0,-3,6,-3,-3,-4,1,1,-4,-4
171110,-5,1,7,1,198506,-4,2,10,2,3,2,-0.653,-1.847,17,8,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,-1,-4,-4,-4,-4,-8,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,-4,-4
171111,-5,1,7,1,198512,1,5,12,4,3,4,0.743,1.756,25,4,0,1,0,-9,-9,1,0,0,1,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0,15,3,2,5,3,1,3,3,2,-5,-5,-5,-5,1,1,5,1,4,6,1,3,-4,0,0,-4,-4
