"Student_ID","School_ID","Sex","Race","English","DOB","Num_Siblings","Parent_Highest_ED","Fam_Income","Stan_Comp_Test_Q_B","Math_Q_B","Reading_Q_B","Class_Prep_B","Writing_Ability_B","Hours_HW_B","Hours_TV_B","Student_Job_B","Varsity_Baseball_B","JV_Baseball_B","JV_Softball_B","Varsity_Softball_B","JV_Basketball_B","Varsity_Basketball_B","JV_Football_B","Varsity_Football_B","JV_Soccer_B","Varsity_Soccer_B","JV_Other_B","Varsity_Other_B","JV_Individual_B","Varsity_Individual_B","Band_Chorus_B","Play_Musical_B","Student_Gov_B","Honor_Society_B","Yearbook_Newspaper_B","Service_Clubs_B","Hours_Spent_ExtraCiriculars_B","Num_Sports_B","Highest_Level_Sport_B","Future_Edu_Plans_B","Standardized_Test_F1","Int_Mural_F1","Int_Schol_F1","Grade_Level_F1","Math_Q_F1","Total_AP_F1","Total_GPA_F1","Senior_GPA_F1","Sophomore_GPA_F1","Band_Chorus_F1","Post_Secondary_College_F2","Highest_Ed_F2","Applied_College_F2","College_Type_F2","Highest_Ed_Expected_F2","Int_Mur_JV_F2","Int_Col_Varsity_F2","Post_Secondary_Adult_F3","High_School_F3","GED_F3","Credential_F3","Four_Year_F3"
101101,-5,2,5,1,198512,0,5,10,3,3,4,-0.673,1.191,7,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,1,1,3,2,-5,-5,-5,-5,1,-8,-8,-8,-8,-8,-8,-8,1,1,0,0,-9
101102,-5,2,2,0,198605,-9,5,11,4,4,3,0.575,1.191,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,7,3,1,1,3,4,-5,-5,-5,-5,1,1,6,1,1,8,1,1,1,0,0,1,1
101104,-5,2,7,1,198601,1,2,10,4,4,4,0.743,0.996,-9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,-1,3,1,1,3,4,-5,-5,-5,-5,1,1,6,1,1,7,1,1,1,0,0,1,0
101105,-5,2,3,1,198607,-4,2,2,2,2,2,-9,-0.137,11,99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,1,5,4,2,1,3,2,-5,-5,-5,-5,1,1,5,1,4,6,1,1,1,0,0,0,0
101106,-5,2,4,0,198511,3,1,6,1,1,1,-2.651,-0.435,10,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,1,3,1,-5,-5,-5,-5,1,1,5,1,4,7,1,1,1,1,0,0,0
101107,-5,1,4,0,198510,2,2,9,1,1,1,0.284,-0.63,13,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,1,2,4,4,1,1,3,1,-5,-5,-5,-5,1,0,3,0,-3,4,-3,-3,1,0,0,0,0
101108,-5,1,4,1,198607,-9,6,10,2,3,1,-1.902,-0.246,12,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5,1,2,-1,4,1,1,3,2,-5,-5,-5,-5,1,1,5,1,4,7,1,1,1,1,0,1,0
101109,-5,1,7,1,198512,3,2,10,4,4,4,-0.195,0.704,12,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,18,2,1,6,-4,-4,-4,-4,-8,-5,-5,-5,-5,-4,1,6,1,2,7,2,1,1,0,0,1,1
101110,-5,1,4,1,198505,1,2,8,1,1,2,-2.651,-1.116,-9,-9,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,0,7,-4,-4,-4,-4,-8,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-9,0,-4,-4
101111,-5,1,3,1,198507,-9,1,3,2,2,1,1.034,-0.624,23,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,6,4,1,1,3,2,-5,-5,-5,-5,2,1,5,1,4,6,2,2,1,0,0,0,-9
101112,-5,1,3,1,198609,2,6,8,4,4,3,-0.195,1.567,9,8,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,18,3,2,-1,3,1,1,3,4,-5,-5,-5,-5,1,1,6,1,1,6,1,1,1,0,0,0,-9
101113,-5,2,4,0,198607,1,4,8,2,2,1,1.034,0.241,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,1,6,2,2,2,3,2,-5,-5,-5,-5,1,-4,-4,-4,-4,-4,-4,-4,1,0,0,0,-9
101114,-5,2,3,1,198505,-9,4,5,1,1,1,0.743,0.436,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,4,1,1,3,1,-5,-5,-5,-5,1,-4,-4,-4,-4,-4,-4,-4,1,1,0,1,0
101115,-5,1,2,1,198512,2,2,8,3,4,1,0.555,-0.514,11,8,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,7,2,-1,3,1,2,3,2,-5,-5,-5,-5,1,1,5,1,4,8,1,1,1,0,0,0,0
101116,-5,1,2,1,198612,-4,7,12,4,4,4,-0.634,0.618,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,12,1,1,7,3,1,3,3,4,-5,-5,-5,-5,1,1,6,1,2,8,2,1,1,0,0,0,1
101117,-5,1,3,1,198607,4,2,10,1,1,1,-0.195,-1.384,1,99,1,-9,-9,-9,-9,1,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0,1,1,-1,1,1,2,3,1,-5,-5,-5,-5,1,-4,-4,-4,-4,-4,-4,-4,-4,1,0,-4,-4
101118,-5,2,3,1,198502,-9,7,8,1,1,1,-0.026,-4,3,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,1,3,1,-5,-5,-5,-5,1,1,5,1,4,7,1,1,1,0,0,0,0
101119,-5,2,4,0,198511,-4,1,6,3,4,3,0.264,-1.384,3,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-4,-4,-4,-4,-8,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,-4,-4
101120,-5,1,7,1,198605,2,2,7,2,1,2,-0.653,1.001,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-8,-8,-8,-8,-8,-5,-5,-5,-5,-8,0,1,0,-3,6,-3,-3,0,0,1,-3,-3
101121,-5,2,2,0,198511,-9,7,11,4,4,3,-9,-0.898,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,6,3,1,1,3,3,-5,-5,-5,-5,1,1,6,1,1,6,1,1,1,0,0,1,1
101122,-5,1,4,0,198607,2,3,4,2,2,2,-1.591,0.966,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,1,3,3,-5,-5,-5,-5,1,1,5,0,4,9,1,1,1,0,0,1,0
101123,-5,1,4,0,198511,-9,5,5,2,2,2,-1.902,-0.703,8,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,3,3,-5,-5,-5,-5,1,0,3,0,-3,5,-3,-3,1,0,0,0,-9
101124,-5,1,5,1,198511,2,2,8,1,2,1,1.034,-0.143,10,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,1,1,3,1,-5,-5,-5,-5,1,-4,-4,-4,-4,-4,-4,-4,-4,1,0,-4,-4
101125,-5,2,5,0,198505,3,2,5,1,1,1,-9,0.436,6,-9,-9,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,0,-9,-9,5,2,1,1,3,1,-5,-5,-5,-5,1,1,5,1,9,4,1,1,-4,-9,0,-4,-4
101126,-5,2,2,0,198410,2,1,8,3,4,1,0.575,0.812,4,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,7,3,1,1,3,4,-5,-5,-5,-5,1,1,6,1,4,6,3,-9,1,0,0,1,0
101127,-5,2,2,0,198601,1,6,10,4,3,4,1.034,0.618,97,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,6,1,2,5,3,1,2,3,4,-5,-5,-5,-5,1,1,6,1,2,7,3,1,1,1,0,1,0
101128,-5,1,2,0,198508,0,1,8,2,3,1,0.743,-0.709,14,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,1,0,0,1,0,-9,-9,-9,7,4,1,1,3,3,-5,-5,-5,-5,1,1,5,1,4,6,2,1,-4,-9,0,-4,-4
101129,-5,1,7,1,198601,1,4,11,4,4,4,-0.862,0.807,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,1,1,3,4,-5,-5,-5,-5,1,1,6,1,1,8,1,1,1,0,0,1,1
101131,-5,1,7,1,198610,1,4,9,3,4,2,-9,0.052,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,1,3,3,-5,-5,-5,-5,1,1,5,1,4,4,2,1,1,1,0,1,0
101132,-5,1,4,1,198611,0,2,10,1,2,1,0.096,-0.898,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5,-4,-4,-4,-4,-8,-5,-5,-5,-5,-4,0,3,0,-3,4,-3,-3,-4,0,0,-4,-4
101133,-5,1,4,1,198602,1,2,3,1,1,2,-0.195,-1.384,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,1,3,1,-5,-5,-5,-5,1,0,3,1,-3,6,-3,-3,-4,0,0,-4,-4
101201,-5,1,7,0,198603,1,4,11,3,2,3,0.264,-4,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,1,3,2,-5,-5,-5,-5,1,1,5,1,4,9,1,1,1,0,0,0,0
101203,-5,1,7,1,198604,4,6,8,3,2,4,-0.195,-4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,1,3,3,-5,-5,-5,-5,1,0,3,0,-3,6,-3,-3,-8,0,0,-8,-8
101207,-5,1,7,1,198610,0,2,8,3,3,2,-2.361,-4,6,8,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,15,2,1,5,3,1,1,3,2,-5,-5,-5,-5,1,1,6,1,1,6,1,1,1,1,0,1,0
101209,-5,1,3,1,198608,-9,2,8,2,2,1,0.743,-4,5,-9,-9,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,10,4,2,5,3,3,3,3,2,-5,-5,-5,-5,2,-4,-4,-4,-4,-4,-4,-4,-8,-9,0,-8,-8
101210,-5,1,7,1,198604,2,4,11,4,4,4,-9,1.951,10,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,-9,-9,-9,10,2,3,6,3,1,3,3,4,-5,-5,-5,-5,3,1,6,1,2,7,2,1,1,1,0,1,1
101211,-5,2,7,1,198610,3,4,9,4,3,4,-0.195,-4,4,5,-9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,9,1,2,5,3,1,3,3,3,-5,-5,-5,-5,1,1,6,1,2,6,1,3,1,-9,0,1,0
101212,-5,1,6,1,198605,1,5,8,2,2,3,0.264,-4,4,2,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-4,-4,-4,-4,-8,-5,-5,-5,-5,-4,0,3,1,-3,3,-3,-3,0,-9,0,-3,-3
101214,-5,2,3,1,198604,0,5,4,2,2,2,0.743,-0.143,22,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,1,3,1,-5,-5,-5,-5,2,1,5,0,4,9,1,1,1,0,0,0,0
101215,-5,1,3,1,198603,1,2,3,3,3,2,1.034,-4,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,1,3,1,-5,-5,-5,-5,3,1,5,1,6,7,1,1,-4,1,0,-4,-4
101217,-5,2,7,1,198502,-9,2,6,1,1,1,-0.195,-4,4,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,7,4,1,1,3,1,-5,-5,-5,-5,1,0,3,1,-3,6,-3,-3,-4,1,1,-4,-4
101219,-5,2,7,1,198509,1,4,9,1,1,1,-2.361,-4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,1,1,3,1,-5,-5,-5,-5,1,1,5,0,6,9,2,2,1,0,0,1,-9
101221,-5,2,7,1,198605,1,2,8,4,4,3,0.743,-4,2,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,1,1,3,3,-5,-5,-5,-5,1,0,3,0,-3,9,-3,-3,0,0,0,-3,-3
101222,-5,-4,-4,-4,-4,-4,-4,9,1,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,-9,-9,3,1,-5,-5,-5,-5,-9,1,5,1,6,4,1,1,1,-4,0,1,0
101223,-5,2,3,1,198606,0,2,8,2,2,2,-9,-4,10,-9,-9,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,0,1,0,0,0,11,-9,-9,6,3,1,1,3,2,-5,-5,-5,-5,2,1,6,1,2,6,1,1,1,-9,0,0,-9
101226,-5,1,7,1,198607,3,7,11,3,3,4,-0.195,-4,9,2,1,0,0,0,0,0,1,0,0,0,0,0,0,-9,-9,0,0,0,0,0,0,10,1,2,6,3,2,2,3,2,-5,-5,-5,-5,1,1,6,1,2,7,1,3,-4,1,0,-4,-4
101227,-5,1,7,1,198604,2,4,5,2,2,1,-9,-4,2,-9,-9,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,1,0,0,-9,-9,5,-4,-4,-4,-4,-8,-5,-5,-5,-5,-4,1,5,1,4,7,1,1,1,-9,1,1,1
102101,-5,1,3,1,198506,-4,2,2,2,2,2,-2.361,-4,98,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,1,2,6,3,3,3,3,2,-5,-5,-5,-5,1,1,6,1,1,7,1,3,1,0,0,0,0
102103,-5,2,3,1,198509,1,7,8,1,1,1,-2.651,-0.137,-9,-9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-9,0,0,2,-4,-4,-4,-4,-8,-5,-5,-5,-5,-4,0,3,1,-3,4,-3,-3,1,1,0,0,-9
102104,-5,1,3,1,198505,0,3,9,3,3,2,-9,-4,2,-9,-9,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,1,0,0,0,-9,-9,7,-8,1,1,-8,-8,-5,-5,-5,-5,1,1,6,1,2,6,3,3,1,-9,0,0,-9
102105,-5,1,3,1,198603,3,2,3,1,1,1,-1.713,-9,1,6,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,3,1,-5,-5,-5,-5,1,0,3,1,-3,6,-3,-3,0,-9,0,-3,-3
102106,-5,2,4,0,198608,1,6,5,1,1,1,1.034,-9,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,1,3,1,-5,-5,-5,-5,1,1,5,1,4,7,1,1,1,1,0,1,0
102107,-5,1,3,1,198506,3,1,6,1,1,1,-0.485,-9,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,-8,-8,-8,-8,-8,-5,-5,-5,-5,-8,0,1,0,-3,6,-3,-3,0,1,0,-3,-3
102108,-5,1,5,1,198510,1,2,6,1,1,1,-9,0.349,-9,2,1,-9,-9,0,0,-9,-9,0,0,-9,-9,0,0,-9,-9,-9,1,-9,1,-9,0,3,0,0,2,-8,1,1,-8,-8,-5,-5,-5,-5,1,1,6,0,3,7,1,1,1,1,0,0,-9
102109,-5,2,3,1,198602,2,3,9,1,1,1,-2.361,-9,4,8,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,4,4,1,1,3,1,-5,-5,-5,-5,1,0,3,1,-3,6,-3,-3,1,1,0,0,0
102111,-5,2,4,1,198605,3,2,5,1,1,1,-9,-4,9,-9,-9,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,1,0,0,2,-9,-9,5,4,1,1,3,2,-5,-5,-5,-5,1,1,4,0,9,8,1,1,1,-9,0,0,0
102112,-5,1,3,1,198512,6,8,7,1,1,1,0.284,-9,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-9,0,0,7,3,1,2,3,1,-5,-5,-5,-5,1,1,6,1,4,6,2,1,1,1,0,1,0
102113,-5,1,3,1,198510,3,5,11,2,3,2,-1.611,-4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-8,-8,-8,-8,-8,-5,-5,-5,-5,-8,0,3,0,-3,4,-3,-3,1,0,0,0,1
102116,-5,1,5,0,198610,-4,2,3,1,1,1,0.163,-0.898,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-8,-8,-8,-8,-8,-5,-5,-5,-5,-8,0,2,0,-3,7,-3,-3,-4,1,1,-4,-4
102117,-5,1,4,1,198607,4,3,5,2,2,1,0.284,-4,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-6,1,1,3,2,-5,-5,-5,-5,1,1,5,1,4,5,2,1,1,0,0,0,0
102118,-5,1,4,0,198411,-9,3,10,1,1,2,-1.152,-4,2,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,2,5,3,1,2,3,1,-5,-5,-5,-5,1,1,5,1,4,4,2,2,1,1,0,0,0
102120,-5,2,3,1,198604,4,5,10,1,1,1,0.743,-4,2,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,5,-8,1,1,-8,-8,-5,-5,-5,-5,1,1,6,1,1,6,1,1,1,0,0,1,0
102121,-5,1,3,1,198611,2,3,6,1,1,1,0.284,-9,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,1,3,1,-5,-5,-5,-5,1,1,5,1,4,6,1,1,1,0,0,1,-9
102122,-5,2,3,1,198603,2,3,8,1,1,1,0.743,0.812,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,0,6,3,1,3,3,1,-5,-5,-5,-5,1,1,6,1,3,7,1,1,1,0,0,0,-9
102162,-5,-8,-8,-8,-8,-8,-8,9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,4,1,1,3,1,-5,-5,-5,-5,2,-4,-4,-4,-4,-4,-4,-4,-4,-8,0,-4,-4
102163,-5,-8,-8,-8,-8,-8,-8,4,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,3,1,-5,-5,-5,-5,1,-4,-4,-4,-4,-4,-4,-4,0,-8,0,-3,-3
102164,-5,-8,-8,-8,-8,-8,-8,12,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,4,1,-9,3,1,-5,-5,-5,-5,-9,0,3,1,-3,6,-3,-3,1,-8,0,1,0
102201,-5,1,3,1,198606,0,1,8,2,2,3,0.743,-1.652,3,-9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,3,3,6,4,1,2,3,2,-5,-5,-5,-5,2,1,5,1,4,9,3,2,-4,0,0,-4,-4
102202,-5,2,3,1,198608,-9,7,8,1,1,1,-9,-1.087,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,7,4,1,1,3,1,-5,-5,-5,-5,1,-4,-4,-4,-4,-4,-4,-4,1,-9,0,1,0
102203,-5,2,2,1,198611,0,2,10,2,1,3,0.264,-0.63,98,99,0,0,0,0,0,0,0,-9,-9,-9,-9,0,0,0,0,0,0,0,0,-9,0,0,0,0,6,3,1,1,3,1,-5,-5,-5,-5,1,0,3,1,-3,4,-3,-3,1,0,0,1,0
102204,-5,2,2,0,198606,1,8,9,4,4,4,1.034,1.001,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2,1,2,7,3,1,2,3,4,-5,-5,-5,-5,3,-4,-4,-4,-4,-4,-4,-4,1,0,0,0,1
102205,-5,1,3,1,198605,-9,4,10,2,2,2,0.264,0.052,6,5,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,21,3,2,7,3,2,2,3,1,-5,-5,-5,-5,1,-4,-4,-4,-4,-4,-4,-4,-4,0,0,-4,-4
102206,-5,1,3,1,198509,0,2,9,1,1,1,-9,-1.384,1,4,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,0,-9,0,0,0,1,-9,-9,5,1,1,1,3,1,-5,-5,-5,-5,1,0,3,0,-3,5,-3,-3,0,-9,0,-3,-3
102207,-5,1,4,0,198512,1,2,6,2,1,2,-0.195,-1.166,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,2,3,2,-5,-5,-5,-5,1,0,3,1,-3,6,-3,-3,1,0,0,1,0
102208,-5,1,2,0,198603,2,6,11,4,3,4,1.034,0.052,12,2,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,0,1,0,1,0,0,0,3,1,1,7,3,1,2,3,4,-5,-5,-5,-5,2,1,6,1,2,6,3,1,1,0,0,1,1
102209,-5,1,6,1,198607,-9,5,10,3,3,3,0.555,0.052,6,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,5,3,2,2,3,3,-5,-5,-5,-5,1,1,6,1,1,6,2,2,1,1,0,1,1
102210,-5,1,4,0,198403,1,2,8,1,1,1,1.034,-1.014,9,99,-9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,-8,-8,-8,-8,-8,-5,-5,-5,-5,-8,0,2,0,-3,3,-3,-3,1,-9,1,0,0
102211,-5,2,3,1,198510,-9,6,10,1,1,1,0.264,-1.087,-9,-9,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,-9,7,1,-1,1,1,1,3,1,-5,-5,-5,-5,2,1,5,1,4,4,1,1,1,0,0,0,0
102212,-5,2,3,1,198506,1,8,9,1,1,1,-2.651,-1.847,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,2,1,1,3,1,-5,-5,-5,-5,2,1,5,1,4,9,1,1,1,0,0,1,0
102213,-5,1,4,1,198610,-4,6,12,3,3,3,0.264,-1.087,3,8,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,11,2,2,5,3,3,3,3,2,-5,-5,-5,-5,1,1,5,1,4,7,3,1,1,0,0,0,0
102214,-5,1,4,0,198402,0,4,6,2,1,2,0.743,-0.898,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,0,3,4,1,1,3,1,-5,-5,-5,-5,1,-4,-4,-4,-4,-4,-4,-4,-4,1,0,-4,-4
102215,-5,1,7,1,198508,1,6,12,4,4,4,0.743,1.001,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6,3,1,1,3,4,-5,-5,-5,-5,2,1,6,1,3,8,1,1,1,0,0,1,-9
102216,-5,2,2,0,198610,-4,4,9,3,3,4,-0.195,-0.137,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,5,3,1,1,3,3,-5,-5,-5,-5,2,1,5,1,4,6,1,1,1,0,0,1,0
102217,-5,2,2,1,198511,1,6,11,2,2,2,-2.361,0.052,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,4,1,1,3,2,-5,-5,-5,-5,1,1,5,1,4,7,3,1,1,1,0,1,-9
102218,-5,1,2,1,198608,-9,8,10,1,1,1,0.284,-1.087,3,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,5,2,1,1,3,1,-5,-5,-5,-5,1,1,5,0,4,5,2,1,1,0,0,0,0
102219,-5,1,2,0,198412,6,1,6,4,4,4,-2.651,-0.898,21,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,5,3,1,1,3,3,-5,-5,-5,-5,1,1,6,1,1,6,1,1,1,1,0,1,0
102220,-5,1,4,0,198302,7,4,3,1,1,1,-2.651,-1.847,10,-9,-9,0,0,0,0,0,0,1,0,1,0,-9,-9,0,0,0,0,0,0,0,1,-9,2,1,6,-4,-4,-4,-4,-8,-5,-5,-5,-5,-4,-8,-8,-8,-8,-8,-8,-8,-4,-9,0,-4,-4
102221,-5,1,2,0,198508,4,2,6,2,2,2,-9,-1.384,8,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,1,3,2,-5,-5,-5,-5,1,0,3,0,-3,3,-3,-3,1,1,0,0,0
102222,-5,2,3,1,198610,1,5,10,1,1,1,-1.423,-0.898,3,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,7,3,1,2,3,1,-5,-5,-5,-5,1,1,6,1,2,6,1,2,-4,0,0,-4,-4
102223,-5,2,2,1,198606,1,6,12,3,3,3,0.743,-0.898,9,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1,6,3,1,2,3,3,-5,-5,-5,-5,1,1,6,1,1,7,1,1,1,0,0,1,1
102224,-5,1,2,0,198507,-4,8,10,2,3,2,0.163,0.052,99,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,2,1,3,3,-5,-5,-5,-5,1,1,6,1,1,8,2,1,1,0,0,1,0
